Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (old methodology and population)","89","Guatemala","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","2170","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","2215","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","2166","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","2165","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","43.33","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","42.18","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","44.92","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","45.29","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","45.6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","46.77","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","45.9","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","257","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","252","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","258","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","261","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","270","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","250","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","254","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","18.29","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","18.04","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","18.34","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","18.42","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","18.28","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","17.8","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","17.83","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2007","2007","kcal/capita/day","2415","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2008","2008","kcal/capita/day","2447","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2009","2009","kcal/capita/day","2445","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","2440","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","2434","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","2445","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","2448","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","44.78","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","45.79","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","45.88","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","45.76","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","45.03","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","45.47","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","45.99","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","89","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","88","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","101","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","110","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","112","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","115","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","118","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","7.53","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","7.75","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","9.18","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","9.38","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","9.55","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","9.8","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","90","Guinea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","9.94","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2007","2007","kcal/capita/day","2143","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2008","2008","kcal/capita/day","2146","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2009","2009","kcal/capita/day","2122","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","2185","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","2167","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","2164","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","2124","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","35.65","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","35.53","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","35.19","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","35.76","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","35.21","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","34.86","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","35.15","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","150","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","158","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","155","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","161","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","169","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","166","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","169","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","7.96","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","8.75","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","8.36","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","8.52","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","8.87","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","8.91","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","8.89","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2007","2007","kcal/capita/day","2245","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2008","2008","kcal/capita/day","2207","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2009","2009","kcal/capita/day","2212","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","2234","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","2216","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","2263","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","2294","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","41.94","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","43.37","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","41.99","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","42.9","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","41.6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","41.94","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","43.43","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","415","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","392","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","411","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","409","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","421","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","465","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","470","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","31.65","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","30.75","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","31.94","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","32.63","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","33.3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","36.29","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","91","Guyana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","36.07","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2007","2007","kcal/capita/day","1834","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2008","2008","kcal/capita/day","1877","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2009","2009","kcal/capita/day","1918","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","2021","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","1939","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","1926","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","1936","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","36.86","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","36.66","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","38","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","40.73","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","37.07","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","36.83","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","37.58","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","136","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","138","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","142","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","148","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","158","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","158","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","155","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","8.61","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","8.73","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","9.1","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","9.35","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","10.33","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","10.38","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","93","Haiti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","10.15","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2007","2007","kcal/capita/day","2134","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2008","2008","kcal/capita/day","2173","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2009","2009","kcal/capita/day","2216","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2010","2010","kcal/capita/day","2221","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2011","2011","kcal/capita/day","2253","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2012","2012","kcal/capita/day","2256","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2903","Vegetal Products","2013","2013","kcal/capita/day","2277","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2007","2007","g/capita/day","38.6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2008","2008","g/capita/day","40.6","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2009","2009","g/capita/day","40.11","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2010","2010","g/capita/day","40.76","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2011","2011","g/capita/day","41.23","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2012","2012","g/capita/day","40.72","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2903","Vegetal Products","2013","2013","g/capita/day","41.68","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2941","Animal Products","2007","2007","kcal/capita/day","434","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2941","Animal Products","2008","2008","kcal/capita/day","430","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2941","Animal Products","2009","2009","kcal/capita/day","379","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2941","Animal Products","2010","2010","kcal/capita/day","375","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2941","Animal Products","2011","2011","kcal/capita/day","371","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2941","Animal Products","2012","2012","kcal/capita/day","373","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","664","Food supply (kcal/capita/day)","2941","Animal Products","2013","2013","kcal/capita/day","364","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2007","2007","g/capita/day","27.75","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2008","2008","g/capita/day","27.44","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2009","2009","g/capita/day","23.92","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2010","2010","g/capita/day","23.07","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2011","2011","g/capita/day","23.57","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2012","2012","g/capita/day","23.56","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","95","Honduras","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2013","2013","g/capita/day","23.2","Fc","Calculated data"
